,Team1,Team2,city1,city2,airfare,coords1,coords2,dist,car_fare,fare,min_fare
115,Boston Red Sox,St. Louis Cardinals,"Boston, MA (Metropolitan Area)","St. Louis, MO",270.67,"(42.34638889, -71.0975)","(38.6225, -90.19305556)",1033.8246,94.4800815,270.67,94.4800815
116,Boston Red Sox,Tampa Bay Rays,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",190.07,"(42.34638889, -71.0975)","(27.76833333, -82.65333333)",1198.4989,109.52948280555556,190.07,109.52948280555556
117,Boston Red Sox,Texas Rangers,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",261.86,"(42.34638889, -71.0975)","(32.75138889, -97.08277778)",1562.3938,142.7854333888889,261.86,142.7854333888889
118,Boston Red Sox,Toronto Blue Jays,"Boston, MA (Metropolitan Area)","Buffalo, NY",190.96,"(42.34638889, -71.0975)","(43.64138889, -79.38916667)",428.4162,39.1524805,190.96,39.1524805
119,Boston Red Sox,Washington Nationals,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",173.57,"(42.34638889, -71.0975)","(38.87277778, -77.0075)",392.0026,35.824682055555556,173.57,35.824682055555556
120,Chicago Cubs,Arizona D'Backs,"Chicago, IL","Phoenix, AZ",221.24,"(41.94833333, -87.65555556)","(33.44527778, -112.0669444)",1451.9951,132.69621886111113,221.24,132.69621886111113
121,Chicago Cubs,Atlanta Braves,"Chicago, IL","Atlanta, GA (Metropolitan Area)",180.22,"(41.94833333, -87.65555556)","(33.73527778, -84.38944444)",594.8478,54.362479500000006,180.22,54.362479500000006
122,Chicago Cubs,Baltimore Orioles,"Chicago, IL","Washington, DC (Metropolitan Area)",195.53,"(41.94833333, -87.65555556)","(39.28388889, -76.62166667)",606.9501,55.468495250000004,195.53,55.468495250000004
123,Chicago Cubs,Boston Red Sox,"Chicago, IL","Boston, MA (Metropolitan Area)",204.65,"(41.94833333, -87.65555556)","(42.34638889, -71.0975)",847.5959,77.46084752777779,204.65,77.46084752777779
124,Chicago Cubs,Chicago Cubs,"Chicago, IL","Chicago, IL",,"(41.94833333, -87.65555556)","(41.94833333, -87.65555556)",0.0,0.0,0.0,0.0
