,date,time,away team,home team
1521,"Friday, June 14, 2024",9:40 pm,Chicago White Sox,Arizona D'Backs
1522,"Friday, June 14, 2024",10:10 pm,Kansas City Royals,Los Angeles Dodgers
1523,"Friday, June 14, 2024",10:10 pm,Texas Rangers,Seattle Mariners
1524,"Friday, June 14, 2024",10:15 pm,Los Angeles Angels,San Francisco Giants
1525,"Saturday, June 15, 2024",2:10 pm,Oakland Athletics,Minnesota Twins
1526,"Saturday, June 15, 2024",2:20 pm,St. Louis Cardinals,Chicago Cubs
1527,"Saturday, June 15, 2024",3:07 pm,Cleveland Guardians,Toronto Blue Jays
1528,"Saturday, June 15, 2024",4:05 pm,Philadelphia Phillies,Baltimore Orioles
1529,"Saturday, June 15, 2024",4:05 pm,Los Angeles Angels,San Francisco Giants
1530,"Saturday, June 15, 2024",4:05 pm,Miami Marlins,Washington Nationals
1531,"Saturday, June 15, 2024",4:10 pm,Tampa Bay Rays,Atlanta Braves
1532,"Saturday, June 15, 2024",4:10 pm,Detroit Tigers,Houston Astros
1533,"Saturday, June 15, 2024",4:10 pm,Cincinnati Reds,Milwaukee Brewers
1534,"Saturday, June 15, 2024",4:10 pm,San Diego Padres,New York Mets
1535,"Saturday, June 15, 2024",7:15 pm,New York Yankees,Boston Red Sox
1536,"Saturday, June 15, 2024",7:15 pm,Texas Rangers,Seattle Mariners
1537,"Saturday, June 15, 2024",9:10 pm,Pittsburgh Pirates,Colorado Rockies
1538,"Saturday, June 15, 2024",9:10 pm,Kansas City Royals,Los Angeles Dodgers
1539,"Saturday, June 15, 2024",10:10 pm,Chicago White Sox,Arizona D'Backs
1540,"Sunday, June 16, 2024",1:35 pm,Tampa Bay Rays,Atlanta Braves
1541,"Sunday, June 16, 2024",1:35 pm,Philadelphia Phillies,Baltimore Orioles
1542,"Sunday, June 16, 2024",1:35 pm,Miami Marlins,Washington Nationals
1543,"Sunday, June 16, 2024",1:37 pm,Cleveland Guardians,Toronto Blue Jays
1544,"Sunday, June 16, 2024",1:40 pm,San Diego Padres,New York Mets
1545,"Sunday, June 16, 2024",2:10 pm,Detroit Tigers,Houston Astros
1546,"Sunday, June 16, 2024",2:10 pm,Cincinnati Reds,Milwaukee Brewers
1547,"Sunday, June 16, 2024",2:10 pm,Oakland Athletics,Minnesota Twins
1548,"Sunday, June 16, 2024",2:20 pm,St. Louis Cardinals,Chicago Cubs
1549,"Sunday, June 16, 2024",3:10 pm,Pittsburgh Pirates,Colorado Rockies
1550,"Sunday, June 16, 2024",4:05 pm,Los Angeles Angels,San Francisco Giants
1551,"Sunday, June 16, 2024",4:10 pm,Chicago White Sox,Arizona D'Backs
1552,"Sunday, June 16, 2024",4:10 pm,Kansas City Royals,Los Angeles Dodgers
1553,"Sunday, June 16, 2024",4:10 pm,Texas Rangers,Seattle Mariners
1554,"Sunday, June 16, 2024",7:10 pm,New York Yankees,Boston Red Sox
1555,"Monday, June 17, 2024",6:40 pm,St. Louis Cardinals,Miami Marlins
1556,"Monday, June 17, 2024",6:40 pm,San Diego Padres,Philadelphia Phillies
1557,"Monday, June 17, 2024",6:40 pm,Cincinnati Reds,Pittsburgh Pirates
1558,"Monday, June 17, 2024",7:07 pm,Boston Red Sox,Toronto Blue Jays
1559,"Monday, June 17, 2024",7:20 pm,Detroit Tigers,Atlanta Braves
1560,"Monday, June 17, 2024",8:05 pm,San Francisco Giants,Chicago Cubs
1561,"Monday, June 17, 2024",8:05 pm,New York Mets,Texas Rangers
1562,"Monday, June 17, 2024",8:40 pm,Los Angeles Dodgers,Colorado Rockies
1563,"Monday, June 17, 2024",9:38 pm,Milwaukee Brewers,Los Angeles Angels
1564,"Tuesday, June 18, 2024",6:40 pm,Seattle Mariners,Cleveland Guardians
1565,"Tuesday, June 18, 2024",6:40 pm,St. Louis Cardinals,Miami Marlins
1566,"Tuesday, June 18, 2024",6:40 pm,San Diego Padres,Philadelphia Phillies
1567,"Tuesday, June 18, 2024",6:40 pm,Cincinnati Reds,Pittsburgh Pirates
1568,"Tuesday, June 18, 2024",6:45 pm,Arizona D'Backs,Washington Nationals
1569,"Tuesday, June 18, 2024",7:05 pm,Baltimore Orioles,New York Yankees
1570,"Tuesday, June 18, 2024",7:07 pm,Boston Red Sox,Toronto Blue Jays
1571,"Tuesday, June 18, 2024",7:20 pm,Detroit Tigers,Atlanta Braves
1572,"Tuesday, June 18, 2024",7:40 pm,Tampa Bay Rays,Minnesota Twins
1573,"Tuesday, June 18, 2024",8:05 pm,San Francisco Giants,Chicago Cubs
1574,"Tuesday, June 18, 2024",8:05 pm,New York Mets,Texas Rangers
1575,"Tuesday, June 18, 2024",8:10 pm,Houston Astros,Chicago White Sox
1576,"Tuesday, June 18, 2024",8:40 pm,Los Angeles Dodgers,Colorado Rockies
1577,"Tuesday, June 18, 2024",9:38 pm,Milwaukee Brewers,Los Angeles Angels
1578,"Tuesday, June 18, 2024",9:40 pm,Kansas City Royals,Oakland Athletics
1579,"Wednesday, June 19, 2024",12:20 pm,Detroit Tigers,Atlanta Braves
1580,"Wednesday, June 19, 2024",12:35 pm,Cincinnati Reds,Pittsburgh Pirates
1581,"Wednesday, June 19, 2024",12:40 pm,St. Louis Cardinals,Miami Marlins
1582,"Wednesday, June 19, 2024",1:05 pm,San Diego Padres,Philadelphia Phillies
1583,"Wednesday, June 19, 2024",2:20 pm,San Francisco Giants,Chicago Cubs
1584,"Wednesday, June 19, 2024",4:05 pm,Arizona D'Backs,Washington Nationals
1585,"Wednesday, June 19, 2024",6:40 pm,Seattle Mariners,Cleveland Guardians
1586,"Wednesday, June 19, 2024",7:05 pm,Baltimore Orioles,New York Yankees
1587,"Wednesday, June 19, 2024",7:07 pm,Boston Red Sox,Toronto Blue Jays
1588,"Wednesday, June 19, 2024",7:40 pm,Tampa Bay Rays,Minnesota Twins
1589,"Wednesday, June 19, 2024",8:05 pm,New York Mets,Texas Rangers
1590,"Wednesday, June 19, 2024",8:10 pm,Houston Astros,Chicago White Sox
1591,"Wednesday, June 19, 2024",8:40 pm,Los Angeles Dodgers,Colorado Rockies
1592,"Wednesday, June 19, 2024",9:38 pm,Milwaukee Brewers,Los Angeles Angels
1593,"Wednesday, June 19, 2024",9:40 pm,Kansas City Royals,Oakland Athletics
1594,"Thursday, June 20, 2024",1:05 pm,Arizona D'Backs,Washington Nationals
1595,"Thursday, June 20, 2024",1:10 pm,Seattle Mariners,Cleveland Guardians
1596,"Thursday, June 20, 2024",1:10 pm,Tampa Bay Rays,Minnesota Twins
1597,"Thursday, June 20, 2024",2:10 pm,Houston Astros,Chicago White Sox
1598,"Thursday, June 20, 2024",3:10 pm,Los Angeles Dodgers,Colorado Rockies
1599,"Thursday, June 20, 2024",3:37 pm,Kansas City Royals,Oakland Athletics
1600,"Thursday, June 20, 2024",4:05 pm,Baltimore Orioles,New York Yankees
1601,"Thursday, June 20, 2024",7:15 pm,San Francisco Giants,St. Louis Cardinals
1602,"Thursday, June 20, 2024",9:40 pm,Milwaukee Brewers,San Diego Padres
1603,"Friday, June 21, 2024",2:20 pm,New York Mets,Chicago Cubs
1604,"Friday, June 21, 2024",6:40 pm,Chicago White Sox,Detroit Tigers
1605,"Friday, June 21, 2024",6:40 pm,Arizona D'Backs,Philadelphia Phillies
1606,"Friday, June 21, 2024",6:40 pm,Tampa Bay Rays,Pittsburgh Pirates
1607,"Friday, June 21, 2024",7:05 pm,Atlanta Braves,New York Yankees
1608,"Friday, June 21, 2024",7:10 pm,Boston Red Sox,Cincinnati Reds
1609,"Friday, June 21, 2024",7:10 pm,Toronto Blue Jays,Cleveland Guardians
1610,"Friday, June 21, 2024",7:10 pm,Seattle Mariners,Miami Marlins
1611,"Friday, June 21, 2024",8:05 pm,Kansas City Royals,Texas Rangers
1612,"Friday, June 21, 2024",8:10 pm,Baltimore Orioles,Houston Astros
1613,"Friday, June 21, 2024",8:40 pm,Washington Nationals,Colorado Rockies
1614,"Friday, June 21, 2024",9:40 pm,Minnesota Twins,Oakland Athletics
1615,"Friday, June 21, 2024",9:40 pm,Milwaukee Brewers,San Diego Padres
1616,"Friday, June 21, 2024",10:10 pm,Los Angeles Angels,Los Angeles Dodgers
1617,"Saturday, June 22, 2024",1:10 pm,Chicago White Sox,Detroit Tigers
1618,"Saturday, June 22, 2024",2:15 pm,San Francisco Giants,St. Louis Cardinals
1619,"Saturday, June 22, 2024",2:20 pm,New York Mets,Chicago Cubs
1620,"Saturday, June 22, 2024",4:05 pm,Arizona D'Backs,Philadelphia Phillies
1621,"Saturday, June 22, 2024",4:05 pm,Tampa Bay Rays,Pittsburgh Pirates
1622,"Saturday, June 22, 2024",4:05 pm,Kansas City Royals,Texas Rangers
1623,"Saturday, June 22, 2024",4:07 pm,Minnesota Twins,Oakland Athletics
1624,"Saturday, June 22, 2024",4:10 pm,Boston Red Sox,Cincinnati Reds
1625,"Saturday, June 22, 2024",4:10 pm,Toronto Blue Jays,Cleveland Guardians
1626,"Saturday, June 22, 2024",4:10 pm,Baltimore Orioles,Houston Astros
1627,"Saturday, June 22, 2024",4:10 pm,Seattle Mariners,Miami Marlins
1628,"Saturday, June 22, 2024",7:15 pm,Atlanta Braves,New York Yankees
1629,"Saturday, June 22, 2024",7:15 pm,Milwaukee Brewers,San Diego Padres
1630,"Saturday, June 22, 2024",9:10 pm,Washington Nationals,Colorado Rockies
1631,"Saturday, June 22, 2024",10:10 pm,Los Angeles Angels,Los Angeles Dodgers
1632,"Sunday, June 23, 2024",1:35 pm,Atlanta Braves,New York Yankees
1633,"Sunday, June 23, 2024",1:35 pm,Arizona D'Backs,Philadelphia Phillies
1634,"Sunday, June 23, 2024",1:35 pm,Tampa Bay Rays,Pittsburgh Pirates
1635,"Sunday, June 23, 2024",1:40 pm,Boston Red Sox,Cincinnati Reds
1636,"Sunday, June 23, 2024",1:40 pm,Toronto Blue Jays,Cleveland Guardians
1637,"Sunday, June 23, 2024",1:40 pm,Chicago White Sox,Detroit Tigers
1638,"Sunday, June 23, 2024",1:40 pm,Seattle Mariners,Miami Marlins
1639,"Sunday, June 23, 2024",2:10 pm,Baltimore Orioles,Houston Astros
1640,"Sunday, June 23, 2024",2:15 pm,San Francisco Giants,St. Louis Cardinals
1641,"Sunday, June 23, 2024",2:20 pm,New York Mets,Chicago Cubs
1642,"Sunday, June 23, 2024",2:35 pm,Kansas City Royals,Texas Rangers
1643,"Sunday, June 23, 2024",3:10 pm,Washington Nationals,Colorado Rockies
1644,"Sunday, June 23, 2024",4:07 pm,Minnesota Twins,Oakland Athletics
1645,"Sunday, June 23, 2024",4:10 pm,Milwaukee Brewers,San Diego Padres
1646,"Monday, June 24, 2024",6:35 pm,Cleveland Guardians,Baltimore Orioles
1647,"Monday, June 24, 2024",6:40 pm,Philadelphia Phillies,Detroit Tigers
1648,"Monday, June 24, 2024",6:50 pm,Seattle Mariners,Tampa Bay Rays
1649,"Monday, June 24, 2024",7:10 pm,Toronto Blue Jays,Boston Red Sox
1650,"Monday, June 24, 2024",7:10 pm,Pittsburgh Pirates,Cincinnati Reds
1651,"Monday, June 24, 2024",7:45 pm,Atlanta Braves,St. Louis Cardinals
1652,"Monday, June 24, 2024",8:10 pm,Los Angeles Dodgers,Chicago White Sox
1653,"Monday, June 24, 2024",8:10 pm,Miami Marlins,Kansas City Royals
1654,"Monday, June 24, 2024",8:10 pm,Texas Rangers,Milwaukee Brewers
1655,"Monday, June 24, 2024",9:38 pm,Oakland Athletics,Los Angeles Angels
1656,"Monday, June 24, 2024",9:40 pm,Washington Nationals,San Diego Padres
1657,"Monday, June 24, 2024",9:45 pm,Chicago Cubs,San Francisco Giants
1658,"Tuesday, June 25, 2024",6:35 pm,Cleveland Guardians,Baltimore Orioles
1659,"Tuesday, June 25, 2024",6:40 pm,Philadelphia Phillies,Detroit Tigers
1660,"Tuesday, June 25, 2024",6:50 pm,Seattle Mariners,Tampa Bay Rays
1661,"Tuesday, June 25, 2024",7:10 pm,Toronto Blue Jays,Boston Red Sox
1662,"Tuesday, June 25, 2024",7:10 pm,Pittsburgh Pirates,Cincinnati Reds
1663,"Tuesday, June 25, 2024",7:10 pm,New York Yankees,New York Mets
1664,"Tuesday, June 25, 2024",7:45 pm,Atlanta Braves,St. Louis Cardinals
1665,"Tuesday, June 25, 2024",8:10 pm,Los Angeles Dodgers,Chicago White Sox
1666,"Tuesday, June 25, 2024",8:10 pm,Colorado Rockies,Houston Astros
1667,"Tuesday, June 25, 2024",8:10 pm,Miami Marlins,Kansas City Royals
1668,"Tuesday, June 25, 2024",8:10 pm,Texas Rangers,Milwaukee Brewers
1669,"Tuesday, June 25, 2024",9:38 pm,Oakland Athletics,Los Angeles Angels
1670,"Tuesday, June 25, 2024",9:40 pm,Minnesota Twins,Arizona D'Backs
1671,"Tuesday, June 25, 2024",9:40 pm,Washington Nationals,San Diego Padres
1672,"Tuesday, June 25, 2024",9:45 pm,Chicago Cubs,San Francisco Giants
1673,"Wednesday, June 26, 2024",12:10 pm,Seattle Mariners,Tampa Bay Rays
1674,"Wednesday, June 26, 2024",1:10 pm,Pittsburgh Pirates,Cincinnati Reds
1675,"Wednesday, June 26, 2024",1:10 pm,Philadelphia Phillies,Detroit Tigers
1676,"Wednesday, June 26, 2024",2:10 pm,Colorado Rockies,Houston Astros
1677,"Wednesday, June 26, 2024",2:10 pm,Miami Marlins,Kansas City Royals
1678,"Wednesday, June 26, 2024",2:10 pm,Texas Rangers,Milwaukee Brewers
1679,"Wednesday, June 26, 2024",4:07 pm,Oakland Athletics,Los Angeles Angels
1680,"Wednesday, June 26, 2024",4:10 pm,Washington Nationals,San Diego Padres
1681,"Wednesday, June 26, 2024",6:35 pm,Cleveland Guardians,Baltimore Orioles
1682,"Wednesday, June 26, 2024",7:10 pm,Toronto Blue Jays,Boston Red Sox
1683,"Wednesday, June 26, 2024",7:10 pm,New York Yankees,New York Mets
1684,"Wednesday, June 26, 2024",7:15 pm,Atlanta Braves,St. Louis Cardinals
1685,"Wednesday, June 26, 2024",8:10 pm,Los Angeles Dodgers,Chicago White Sox
1686,"Wednesday, June 26, 2024",9:40 pm,Minnesota Twins,Arizona D'Backs
1687,"Wednesday, June 26, 2024",9:45 pm,Chicago Cubs,San Francisco Giants
1688,"Thursday, June 27, 2024",3:40 pm,Minnesota Twins,Arizona D'Backs
1689,"Thursday, June 27, 2024",3:45 pm,Chicago Cubs,San Francisco Giants
1690,"Thursday, June 27, 2024",6:20 pm,Miami Marlins,Philadelphia Phillies
1691,"Thursday, June 27, 2024",6:35 pm,Texas Rangers,Baltimore Orioles
1692,"Thursday, June 27, 2024",7:07 pm,New York Yankees,Toronto Blue Jays
1693,"Thursday, June 27, 2024",7:45 pm,Cincinnati Reds,St. Louis Cardinals
1694,"Thursday, June 27, 2024",8:10 pm,Cleveland Guardians,Kansas City Royals
1695,"Thursday, June 27, 2024",9:38 pm,Detroit Tigers,Los Angeles Angels
1696,"Friday, June 28, 2024",6:20 pm,Miami Marlins,Philadelphia Phillies
1697,"Friday, June 28, 2024",6:50 pm,Washington Nationals,Tampa Bay Rays
1698,"Friday, June 28, 2024",7:05 pm,Texas Rangers,Baltimore Orioles
1699,"Friday, June 28, 2024",7:07 pm,New York Yankees,Toronto Blue Jays
1700,"Friday, June 28, 2024",7:10 pm,San Diego Padres,Boston Red Sox
1701,"Friday, June 28, 2024",7:10 pm,Houston Astros,New York Mets
1702,"Friday, June 28, 2024",7:20 pm,Pittsburgh Pirates,Atlanta Braves
1703,"Friday, June 28, 2024",8:10 pm,Colorado Rockies,Chicago White Sox
1704,"Friday, June 28, 2024",8:10 pm,Cleveland Guardians,Kansas City Royals
1705,"Friday, June 28, 2024",8:10 pm,Chicago Cubs,Milwaukee Brewers
1706,"Friday, June 28, 2024",8:15 pm,Cincinnati Reds,St. Louis Cardinals
1707,"Friday, June 28, 2024",9:38 pm,Detroit Tigers,Los Angeles Angels
1708,"Friday, June 28, 2024",9:40 pm,Oakland Athletics,Arizona D'Backs
1709,"Friday, June 28, 2024",9:40 pm,Minnesota Twins,Seattle Mariners
1710,"Friday, June 28, 2024",10:15 pm,Los Angeles Dodgers,San Francisco Giants
1711,"Saturday, June 29, 2024",2:10 pm,Colorado Rockies,Chicago White Sox
1712,"Saturday, June 29, 2024",2:15 pm,Cincinnati Reds,St. Louis Cardinals
1713,"Saturday, June 29, 2024",3:07 pm,New York Yankees,Toronto Blue Jays
1714,"Saturday, June 29, 2024",4:05 pm,Miami Marlins,Philadelphia Phillies
1715,"Saturday, June 29, 2024",4:10 pm,Oakland Athletics,Arizona D'Backs
1716,"Saturday, June 29, 2024",4:10 pm,Pittsburgh Pirates,Atlanta Braves
1717,"Saturday, June 29, 2024",4:10 pm,San Diego Padres,Boston Red Sox
1718,"Saturday, June 29, 2024",4:10 pm,Cleveland Guardians,Kansas City Royals
1719,"Saturday, June 29, 2024",4:10 pm,Chicago Cubs,Milwaukee Brewers
1720,"Saturday, June 29, 2024",4:10 pm,Houston Astros,New York Mets
1721,"Saturday, June 29, 2024",4:10 pm,Washington Nationals,Tampa Bay Rays
1722,"Saturday, June 29, 2024",7:15 pm,Texas Rangers,Baltimore Orioles
1723,"Saturday, June 29, 2024",7:15 pm,Los Angeles Dodgers,San Francisco Giants
1724,"Saturday, June 29, 2024",10:07 pm,Detroit Tigers,Los Angeles Angels
1725,"Saturday, June 29, 2024",10:10 pm,Minnesota Twins,Seattle Mariners
1726,"Sunday, June 30, 2024",1:35 pm,Pittsburgh Pirates,Atlanta Braves
1727,"Sunday, June 30, 2024",1:35 pm,Texas Rangers,Baltimore Orioles
1728,"Sunday, June 30, 2024",1:35 pm,San Diego Padres,Boston Red Sox
1729,"Sunday, June 30, 2024",1:35 pm,Miami Marlins,Philadelphia Phillies
1730,"Sunday, June 30, 2024",1:37 pm,New York Yankees,Toronto Blue Jays
1731,"Sunday, June 30, 2024",1:40 pm,Houston Astros,New York Mets
1732,"Sunday, June 30, 2024",1:40 pm,Washington Nationals,Tampa Bay Rays
1733,"Sunday, June 30, 2024",2:10 pm,Colorado Rockies,Chicago White Sox
1734,"Sunday, June 30, 2024",2:10 pm,Cleveland Guardians,Kansas City Royals
1735,"Sunday, June 30, 2024",2:10 pm,Chicago Cubs,Milwaukee Brewers
1736,"Sunday, June 30, 2024",2:15 pm,Cincinnati Reds,St. Louis Cardinals
1737,"Sunday, June 30, 2024",4:05 pm,Los Angeles Dodgers,San Francisco Giants
1738,"Sunday, June 30, 2024",4:07 pm,Detroit Tigers,Los Angeles Angels
1739,"Sunday, June 30, 2024",4:10 pm,Oakland Athletics,Arizona D'Backs
1740,"Sunday, June 30, 2024",4:10 pm,Minnesota Twins,Seattle Mariners
1741,"Monday, July 1, 2024",3:07 pm,Houston Astros,Toronto Blue Jays
1742,"Monday, July 1, 2024",6:45 pm,New York Mets,Washington Nationals
1743,"Monday, July 1, 2024",8:40 pm,Milwaukee Brewers,Colorado Rockies
1744,"Tuesday, July 2, 2024",6:40 pm,Chicago White Sox,Cleveland Guardians
1745,"Tuesday, July 2, 2024",6:40 pm,Boston Red Sox,Miami Marlins
1746,"Tuesday, July 2, 2024",6:40 pm,St. Louis Cardinals,Pittsburgh Pirates
1747,"Tuesday, July 2, 2024",6:45 pm,New York Mets,Washington Nationals
1748,"Tuesday, July 2, 2024",7:05 pm,Cincinnati Reds,New York Yankees
1749,"Tuesday, July 2, 2024",7:07 pm,Houston Astros,Toronto Blue Jays
1750,"Tuesday, July 2, 2024",7:20 pm,San Francisco Giants,Atlanta Braves
1751,"Tuesday, July 2, 2024",7:40 pm,Detroit Tigers,Minnesota Twins
1752,"Tuesday, July 2, 2024",8:05 pm,Philadelphia Phillies,Chicago Cubs
1753,"Tuesday, July 2, 2024",8:05 pm,San Diego Padres,Texas Rangers
1754,"Tuesday, July 2, 2024",8:10 pm,Tampa Bay Rays,Kansas City Royals
1755,"Tuesday, July 2, 2024",8:40 pm,Milwaukee Brewers,Colorado Rockies
1756,"Tuesday, July 2, 2024",9:40 pm,Los Angeles Angels,Oakland Athletics
1757,"Tuesday, July 2, 2024",9:40 pm,Baltimore Orioles,Seattle Mariners
1758,"Tuesday, July 2, 2024",10:10 pm,Arizona D'Backs,Los Angeles Dodgers
1759,"Wednesday, July 3, 2024",6:40 pm,Chicago White Sox,Cleveland Guardians
1760,"Wednesday, July 3, 2024",6:40 pm,Boston Red Sox,Miami Marlins
1761,"Wednesday, July 3, 2024",6:40 pm,St. Louis Cardinals,Pittsburgh Pirates
1762,"Wednesday, July 3, 2024",6:45 pm,New York Mets,Washington Nationals
1763,"Wednesday, July 3, 2024",7:05 pm,Cincinnati Reds,New York Yankees
1764,"Wednesday, July 3, 2024",7:07 pm,Houston Astros,Toronto Blue Jays
1765,"Wednesday, July 3, 2024",7:20 pm,San Francisco Giants,Atlanta Braves
1766,"Wednesday, July 3, 2024",8:05 pm,Philadelphia Phillies,Chicago Cubs
1767,"Wednesday, July 3, 2024",8:05 pm,San Diego Padres,Texas Rangers
1768,"Wednesday, July 3, 2024",8:10 pm,Tampa Bay Rays,Kansas City Royals
1769,"Wednesday, July 3, 2024",8:10 pm,Detroit Tigers,Minnesota Twins
1770,"Wednesday, July 3, 2024",8:40 pm,Milwaukee Brewers,Colorado Rockies
1771,"Wednesday, July 3, 2024",9:40 pm,Los Angeles Angels,Oakland Athletics
1772,"Wednesday, July 3, 2024",10:10 pm,Arizona D'Backs,Los Angeles Dodgers
1773,"Wednesday, July 3, 2024",10:10 pm,Baltimore Orioles,Seattle Mariners
1774,"Thursday, July 4, 2024",11:05 am,New York Mets,Washington Nationals
1775,"Thursday, July 4, 2024",12:35 pm,St. Louis Cardinals,Pittsburgh Pirates
1776,"Thursday, July 4, 2024",1:05 pm,Cincinnati Reds,New York Yankees
1777,"Thursday, July 4, 2024",1:07 pm,Houston Astros,Toronto Blue Jays
1778,"Thursday, July 4, 2024",1:10 pm,Chicago White Sox,Cleveland Guardians
1779,"Thursday, July 4, 2024",1:10 pm,Boston Red Sox,Miami Marlins
1780,"Thursday, July 4, 2024",2:10 pm,Detroit Tigers,Minnesota Twins
1781,"Thursday, July 4, 2024",2:20 pm,Philadelphia Phillies,Chicago Cubs
1782,"Thursday, July 4, 2024",2:35 pm,San Diego Padres,Texas Rangers
1783,"Thursday, July 4, 2024",4:07 pm,Los Angeles Angels,Oakland Athletics
1784,"Thursday, July 4, 2024",4:10 pm,Baltimore Orioles,Seattle Mariners
1785,"Thursday, July 4, 2024",7:20 pm,San Francisco Giants,Atlanta Braves
1786,"Thursday, July 4, 2024",8:10 pm,Milwaukee Brewers,Colorado Rockies
1787,"Thursday, July 4, 2024",8:10 pm,Tampa Bay Rays,Kansas City Royals
1788,"Thursday, July 4, 2024",9:10 pm,Arizona D'Backs,Los Angeles Dodgers
1789,"Friday, July 5, 2024",2:20 pm,Los Angeles Angels,Chicago Cubs
1790,"Friday, July 5, 2024",6:40 pm,New York Mets,Pittsburgh Pirates
1791,"Friday, July 5, 2024",6:45 pm,St. Louis Cardinals,Washington Nationals
1792,"Friday, July 5, 2024",7:05 pm,Boston Red Sox,New York Yankees
1793,"Friday, July 5, 2024",7:10 pm,Detroit Tigers,Cincinnati Reds
1794,"Friday, July 5, 2024",7:10 pm,San Francisco Giants,Cleveland Guardians
1795,"Friday, July 5, 2024",7:10 pm,Chicago White Sox,Miami Marlins
1796,"Friday, July 5, 2024",7:20 pm,Philadelphia Phillies,Atlanta Braves
1797,"Friday, July 5, 2024",8:05 pm,Tampa Bay Rays,Texas Rangers
1798,"Friday, July 5, 2024",8:10 pm,Kansas City Royals,Colorado Rockies
1799,"Friday, July 5, 2024",8:10 pm,Houston Astros,Minnesota Twins
1800,"Friday, July 5, 2024",9:40 pm,Baltimore Orioles,Oakland Athletics
1801,"Friday, July 5, 2024",9:40 pm,Arizona D'Backs,San Diego Padres
1802,"Friday, July 5, 2024",9:40 pm,Toronto Blue Jays,Seattle Mariners
1803,"Friday, July 5, 2024",10:10 pm,Milwaukee Brewers,Los Angeles Dodgers
1804,"Saturday, July 6, 2024",1:05 pm,Boston Red Sox,New York Yankees
1805,"Saturday, July 6, 2024",2:10 pm,Houston Astros,Minnesota Twins
1806,"Saturday, July 6, 2024",2:20 pm,Los Angeles Angels,Chicago Cubs
1807,"Saturday, July 6, 2024",4:05 pm,New York Mets,Pittsburgh Pirates
1808,"Saturday, July 6, 2024",4:05 pm,Tampa Bay Rays,Texas Rangers
1809,"Saturday, July 6, 2024",4:05 pm,St. Louis Cardinals,Washington Nationals
1810,"Saturday, July 6, 2024",4:07 pm,Baltimore Orioles,Oakland Athletics
1811,"Saturday, July 6, 2024",4:10 pm,Detroit Tigers,Cincinnati Reds
1812,"Saturday, July 6, 2024",4:10 pm,San Francisco Giants,Cleveland Guardians
1813,"Saturday, July 6, 2024",4:10 pm,Chicago White Sox,Miami Marlins
1814,"Saturday, July 6, 2024",4:10 pm,Toronto Blue Jays,Seattle Mariners
1815,"Saturday, July 6, 2024",7:15 pm,Philadelphia Phillies,Atlanta Braves
1816,"Saturday, July 6, 2024",7:15 pm,Milwaukee Brewers,Los Angeles Dodgers
1817,"Saturday, July 6, 2024",9:10 pm,Kansas City Royals,Colorado Rockies
1818,"Saturday, July 6, 2024",9:40 pm,Arizona D'Backs,San Diego Padres
1819,"Sunday, July 7, 2024",1:35 pm,Philadelphia Phillies,Atlanta Braves
1820,"Sunday, July 7, 2024",1:35 pm,Boston Red Sox,New York Yankees
1821,"Sunday, July 7, 2024",1:35 pm,New York Mets,Pittsburgh Pirates
1822,"Sunday, July 7, 2024",1:35 pm,St. Louis Cardinals,Washington Nationals
1823,"Sunday, July 7, 2024",1:40 pm,Detroit Tigers,Cincinnati Reds
1824,"Sunday, July 7, 2024",1:40 pm,San Francisco Giants,Cleveland Guardians
1825,"Sunday, July 7, 2024",1:40 pm,Chicago White Sox,Miami Marlins
1826,"Sunday, July 7, 2024",2:10 pm,Houston Astros,Minnesota Twins
1827,"Sunday, July 7, 2024",2:20 pm,Los Angeles Angels,Chicago Cubs
1828,"Sunday, July 7, 2024",2:35 pm,Tampa Bay Rays,Texas Rangers
1829,"Sunday, July 7, 2024",3:10 pm,Kansas City Royals,Colorado Rockies
1830,"Sunday, July 7, 2024",4:07 pm,Baltimore Orioles,Oakland Athletics
1831,"Sunday, July 7, 2024",4:10 pm,Milwaukee Brewers,Los Angeles Dodgers
1832,"Sunday, July 7, 2024",4:10 pm,Arizona D'Backs,San Diego Padres
1833,"Sunday, July 7, 2024",4:10 pm,Toronto Blue Jays,Seattle Mariners
1834,"Monday, July 8, 2024",12:35 pm,New York Mets,Pittsburgh Pirates
1835,"Monday, July 8, 2024",4:05 pm,St. Louis Cardinals,Washington Nationals
1836,"Monday, July 8, 2024",6:40 pm,Cleveland Guardians,Detroit Tigers
1837,"Monday, July 8, 2024",7:10 pm,Colorado Rockies,Cincinnati Reds
1838,"Monday, July 8, 2024",8:10 pm,Minnesota Twins,Chicago White Sox
1839,"Monday, July 8, 2024",9:38 pm,Texas Rangers,Los Angeles Angels
1840,"Monday, July 8, 2024",9:40 pm,Atlanta Braves,Arizona D'Backs
1841,"Tuesday, July 9, 2024",6:35 pm,Chicago Cubs,Baltimore Orioles
1842,"Tuesday, July 9, 2024",6:40 pm,Cleveland Guardians,Detroit Tigers
1843,"Tuesday, July 9, 2024",6:40 pm,Los Angeles Dodgers,Philadelphia Phillies
1844,"Tuesday, July 9, 2024",6:50 pm,New York Yankees,Tampa Bay Rays
1845,"Tuesday, July 9, 2024",7:10 pm,Oakland Athletics,Boston Red Sox
1846,"Tuesday, July 9, 2024",7:10 pm,Colorado Rockies,Cincinnati Reds
1847,"Tuesday, July 9, 2024",7:10 pm,Washington Nationals,New York Mets
